"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.0535778496943546,0.0632865875584322,0.0988852930600504,0.0568140956490471,0.0988852930600504,0.0891765551959727,0.312477526069759,0.079467817331895,0.147428982380439
"2",0.0591465990705534,0.100971694127588,0.10857625686523,0.0591465990705534,0.256865230249261,0.0857625686523025,0.0971694127587664,0.169412758766371,0.0629488804393747
"3",0.0357757137942896,0.0202958376332989,0.122463020295838,0.0605435156518748,0.162710698314413,0.103887168902649,0.0481596147230822,0.0264877880976952,0.419676642586859
"4",0.0314814814814815,0.389814814814815,0.0939814814814815,0.114814814814815,0.0856481481481482,0.123148148148148,0.0564814814814815,0.0481481481481481,0.0564814814814815
"5",0.0397523623330075,0.0690778755294884,0.0632127728901923,0.0749429781687846,0.0485500162919518,0.415118931247963,0.086673183447377,0.0397523623330075,0.162919517758227
"6",0.0248708010335917,0.129521963824289,0.109173126614987,0.123708010335917,0.0771963824289406,0.219638242894057,0.0219638242894057,0.205103359173127,0.0888242894056848
"7",0.0425649530127142,0.311221669430625,0.062465450525152,0.0375898286346048,0.107241569928137,0.137092316196794,0.0475400773908237,0.0425649530127142,0.211719181868436
"8",0.0383838383838384,0.0565656565656566,0.0965656565656566,0.042020202020202,0.136565656565657,0.0602020202020202,0.482020202020202,0.0383838383838384,0.0492929292929293
"9",0.0338319088319088,0.0819088319088319,0.360754985754986,0.117165242165242,0.0498575498575499,0.0947293447293447,0.0626780626780627,0.101139601139601,0.0979344729344729
"10",0.108641975308642,0.058641975308642,0.153086419753086,0.164197530864198,0.108641975308642,0.203086419753086,0.0364197530864198,0.058641975308642,0.108641975308642
"11",0.0764381402679275,0.101260835303389,0.0657998423955871,0.15090622537431,0.0516154452324665,0.14026792750197,0.0303388494877857,0.267927501970055,0.115445232466509
"12",0.0636752136752137,0.217521367521368,0.152136752136752,0.113675213675214,0.155982905982906,0.055982905982906,0.0444444444444444,0.0367521367521368,0.15982905982906
"13",0.0168231611893584,0.013302034428795,0.155907668231612,0.601330203442879,0.041471048513302,0.0150625978090767,0.0221048513302034,0.0907668231611894,0.0432316118935837
"14",0.163019079685746,0.0468574635241302,0.0897867564534231,0.102413019079686,0.117564534231201,0.155443322109989,0.0291806958473625,0.0342312008978676,0.261503928170595
"15",0.0417128091546696,0.0583241048357327,0.231081579918789,0.038390550018457,0.0516795865633075,0.0284237726098191,0.437061646363972,0.0716131413805833,0.0417128091546696
"16",0.0419918246005202,0.192493496841323,0.0419918246005202,0.0854700854700855,0.209215904868079,0.172426607209216,0.1256038647343,0.0553697510219249,0.075436640654032
"17",0.0373605046094129,0.159631246967492,0.0329936923823387,0.0417273168364871,0.31246967491509,0.28190198932557,0.0329936923823387,0.0373605046094129,0.0635613779718583
"18",0.0422745978301534,0.126449682005238,0.0490086045641601,0.321735877291433,0.109614665170221,0.160119715675271,0.065843621399177,0.0321735877291433,0.0927796483352039
"19",0.177838996020814,0.133761861034588,0.318334863789409,0.0676461585552495,0.0428527701254974,0.133761861034588,0.0290786654423018,0.03458830731558,0.0621365166819712
"20",0.106641123882503,0.462962962962963,0.0549169859514687,0.0491698595146871,0.0893997445721584,0.0606641123882503,0.0664112388250319,0.0319284802043423,0.0779054916985951
"21",0.0386864597390913,0.143949617633828,0.054880791722897,0.0305892937471885,0.0589293747188484,0.139901034637877,0.273504273504274,0.131803868645974,0.127755285650023
"22",0.0591465990705534,0.302492606675116,0.135192226446979,0.0819602872834812,0.150401351922264,0.0515420363329109,0.0325306294888044,0.0629488804393747,0.123785382340515
"23",0.0972730972730973,0.0533170533170533,0.0643060643060643,0.0276760276760277,0.045991045991046,0.0533170533170533,0.412291412291412,0.166870166870167,0.078958078958079
"24",0.0612466124661247,0.197831978319783,0.178319783197832,0.0466124661246612,0.114905149051491,0.0466124661246612,0.251490514905149,0.0417344173441734,0.0612466124661247
"25",0.044241810199257,0.0533603512326917,0.0472813238770686,0.269165822357312,0.156703816278284,0.278284363390746,0.0320837554880108,0.0320837554880108,0.0867950016886187
"26",0.0297067901234568,0.33179012345679,0.203317901234568,0.0574845679012346,0.11304012345679,0.0887345679012346,0.0366512345679012,0.095679012345679,0.0435956790123457
"27",0.621475953565506,0.125207296849088,0.0319237147595357,0.0393864013266998,0.0319237147595357,0.0281923714759536,0.0543117744610282,0.0207296849087894,0.046849087893864
"28",0.127680311890838,0.110136452241715,0.057504873294347,0.118908382066277,0.0487329434697856,0.057504873294347,0.197855750487329,0.0662768031189084,0.215399610136452
"29",0.0529292929292929,0.209292929292929,0.0529292929292929,0.147474747474747,0.0383838383838384,0.0565656565656566,0.271111111111111,0.0456565656565657,0.125656565656566
"30",0.0510335917312662,0.0975452196382429,0.106266149870801,0.524870801033592,0.0510335917312662,0.0568475452196382,0.0306847545219638,0.0452196382428941,0.0364987080103359
"31",0.0808907066575778,0.0461258804817087,0.475573733242445,0.0604408089070666,0.0645307884571688,0.127925471483754,0.0256759827311975,0.0154510338559418,0.10338559418314
"32",0.0357757137942896,0.116271069831441,0.0791193670450636,0.261781905744754,0.0915032679738562,0.0945992432060544,0.147230822153423,0.0853113175094599,0.0884072927416581
"33",0.0375180375180375,0.0602453102453102,0.151154401154401,0.105699855699856,0.261544011544012,0.157647907647908,0.0537518037518038,0.056998556998557,0.115440115440115
"34",0.310886644219978,0.199775533108866,0.0381593714927048,0.0381593714927048,0.0331088664421998,0.118967452300786,0.0381593714927048,0.139169472502806,0.0836139169472503
"35",0.0578273440726972,0.0392399834779017,0.0652622883106155,0.0615448161916563,0.187938868236266,0.161916563403552,0.332920280875671,0.0466749277158199,0.0466749277158199
"36",0.0175010175010175,0.0211640211640212,0.248270248270248,0.345339845339845,0.0303215303215303,0.103581603581604,0.129222629222629,0.012006512006512,0.0925925925925926
"37",0.0353028613898179,0.419918246005203,0.175771088814567,0.0286138981791156,0.0319583797844667,0.0520252694165738,0.0587142326272761,0.0219249349684132,0.175771088814567
"38",0.0560515873015873,0.243551587301587,0.0381944444444444,0.0649801587301587,0.243551587301587,0.0739087301587302,0.181051587301587,0.029265873015873,0.0694444444444444
"39",0.0566593083149374,0.0500367917586461,0.0500367917586461,0.0897718910963944,0.0367917586460633,0.083149374540103,0.434142752023547,0.142752023546726,0.0566593083149374
"40",0.0765268579838116,0.295069904341428,0.149374540103017,0.0500367917586461,0.103016924208977,0.136129506990434,0.0632818248712288,0.0500367917586461,0.0765268579838116
"41",0.0496540496540497,0.0313390313390313,0.035002035002035,0.0716320716320716,0.0386650386650387,0.0533170533170533,0.621082621082621,0.035002035002035,0.0643060643060643
"42",0.0347013680347014,0.422088755422089,0.0887554220887554,0.109776443109776,0.112779446112779,0.0827494160827494,0.0286953620286954,0.0316983650316984,0.0887554220887554
"43",0.0497163830497164,0.0737404070737404,0.241908575241909,0.100767434100767,0.223890557223891,0.178845512178846,0.0286953620286954,0.0407073740407074,0.0617283950617284
